start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(4, 5):(0, 0)|(4, 5):3:0x1022d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x1022e","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(4, 5):(0, 0)|(4, 5):3:0x10233","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10235","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10236","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10239","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1023a","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1023c","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(4, 5):(0, 0)|(4, 5):3:0x10247","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(4, 5):(0, 0)|(4, 5):3:0x1024b","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x1024d","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x10253","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10255","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10259","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10263","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(4, 5):(0, 0)|(4, 5):3:0x10265","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10266","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x10269","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(4, 5):(0, 0)|(4, 5):3:0x1026a","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x1026c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10271","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(4, 5):(0, 0)|(4, 5):3:0x10272","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(4, 5):(0, 0)|(4, 5):3:0x10274","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,13
"(4, 5):(0, 0)|(4, 5):3:0x10278","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10287","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x1028b","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x1028d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10293","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10295","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10299","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x102a3","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(4, 5):(0, 0)|(4, 5):3:0x102a5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x102a6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x102a9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(4, 5):(0, 0)|(4, 5):3:0x102aa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(4, 5):(0, 0)|(4, 5):3:0x102ac","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,3
"(4, 5):(0, 0)|(4, 5):3:0x102b1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(4, 5):(0, 0)|(4, 5):3:0x102b2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(4, 5):(0, 0)|(4, 5):3:0x102b4","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(4, 5):(0, 0)|(4, 5):3:0x102b8","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x102c3","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x102c5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x102c9","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x102d1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(4, 5):(0, 0)|(4, 5):3:0x102e2","(22, 35):(0, 0)|(22, 35):12:0x2448000008888000020a0800004361000008002000008008001000a0010400948010880aa0220d015405801051410001100440100301801404603101800000002f00000078e000000e08000000800000000000000000000c00600001870c00",survival,0,5,5,22,35,99
"(4, 5):(0, 0)|(4, 5):3:0x102e4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(4, 5):(0, 0)|(4, 5):3:0x102e8","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,7
"(4, 5):(0, 0)|(4, 5):3:0x10307","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(4, 5):(0, 0)|(4, 5):3:0x1030b","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x1030d","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x10313","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10315","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x10319","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10323","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10325","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10326","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x10329","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1032a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x1032c","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x10331","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10332","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10334","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x10338","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10343","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(4, 5):(0, 0)|(4, 5):3:0x10345","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(4, 5):(0, 0)|(4, 5):3:0x10349","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(4, 5):(0, 0)|(4, 5):3:0x10351","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,5,5,3,3,3
"(4, 5):(0, 0)|(4, 5):3:0x10362","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,8
"(4, 5):(0, 0)|(4, 5):3:0x10364","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10368","(23, 54):(0, 0)|(23, 54):48:0x3800000000000120000000000004800000000030258000000000c0950000000000016000000000000400000000000008800040800000080003c20000010003118800001b00063106000000018078180000280900400000022027000000000980a6000000001c20d8018140002084000606000000000000080000000806000000000058180000000000c000000000000200000000000",survival,0,5,5,23,54,99
"(4, 5):(0, 0)|(4, 5):3:0x10383","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x10385","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10389","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x10391","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,4
"(4, 5):(0, 0)|(4, 5):3:0x103a2","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,8
"(4, 5):(0, 0)|(4, 5):3:0x103a4","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x103a8","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10417","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x1041b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x1041d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(4, 5):(0, 0)|(4, 5):3:0x1041e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(4, 5):(0, 0)|(4, 5):3:0x10433","(35, 23):(0, 0)|(35, 23):13:0xc000024000c24001808003010002040007000000c000180000060008000638000cd830031cb006320005c800037c000000038df0005c80018c80031cb00360c0038000c20001800600006000000c0001c0000204000c04001808003090000240000300",survival,0,5,5,35,23,99
"(4, 5):(0, 0)|(4, 5):3:0x10435","(3, 3):(0, 0)|(3, 3):0:0x19c",spaceship,4,5,5,3,3,5
"(4, 5):(0, 0)|(4, 5):3:0x10436","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(4, 5):(0, 0)|(4, 5):3:0x10439","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x1043a","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1043c","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,5,5,3,3,5
"(4, 5):(0, 0)|(4, 5):3:0x10453","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10455","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10456","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10459","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1045a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x1045c","(4, 4):(0, 0)|(4, 4):2:0x35a4",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x10471","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,5,5,4,4,5
"(4, 5):(0, 0)|(4, 5):3:0x10472","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10474","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(4, 5):(0, 0)|(4, 5):3:0x10478","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x10493","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10495","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10496","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10499","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x1049a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x1049c","(10, 23):(0, 0)|(10, 23):21:0x18000030000000000018000330000600000000000300000600000",stable,0,5,5,10,23,65
"(4, 5):(0, 0)|(4, 5):3:0x104b1","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,5,5,4,4,6
"(4, 5):(0, 0)|(4, 5):3:0x104b2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x104b4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x104b8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x104d1","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,5
"(4, 5):(0, 0)|(4, 5):3:0x104d2","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(4, 5):(0, 0)|(4, 5):3:0x104d4","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,7
"(4, 5):(0, 0)|(4, 5):3:0x104d8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(4, 5):(0, 0)|(4, 5):3:0x10513","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10515","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10516","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10519","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1051a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x1051c","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(4, 5):(0, 0)|(4, 5):3:0x10531","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10532","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10534","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10538","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10551","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10552","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(4, 5):(0, 0)|(4, 5):3:0x10554","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(4, 5):(0, 0)|(4, 5):3:0x10558","(23, 54):(0, 0)|(23, 54):48:0x3800000000000120000000000004800000000030258000000000c0950000000000016000000000000400000000000008800040800000080003c20000010003118800001b00063106000000018078180000280900400000022027000000000980a6000000001c20d8018140002084000606000000000000080000000806000000000058180000000000c000000000000200000000000",survival,0,5,5,23,54,99
"(4, 5):(0, 0)|(4, 5):3:0x10591","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,3
"(4, 5):(0, 0)|(4, 5):3:0x10592","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10594","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,5,5,4,4,5
"(4, 5):(0, 0)|(4, 5):3:0x10598","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10607","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x1060b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x1060d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x1060e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10613","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10615","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10616","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10619","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1061a","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1061c","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(4, 5):(0, 0)|(4, 5):3:0x10623","(35, 23):(0, 0)|(35, 23):13:0xc000024000c24001808003010002040007000000c000180000060008000638000cd830031cb006320005c800037c000000038df0005c80018c80031cb00360c0038000c20001800600006000000c0001c0000204000c04001808003090000240000300",survival,0,5,5,35,23,99
"(4, 5):(0, 0)|(4, 5):3:0x10625","(3, 3):(0, 0)|(3, 3):0:0x19c",spaceship,4,5,5,3,3,5
"(4, 5):(0, 0)|(4, 5):3:0x10626","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(4, 5):(0, 0)|(4, 5):3:0x10629","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x1062a","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1062c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10631","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10632","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10634","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10638","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10643","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10645","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10646","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10649","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1064a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x1064c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(4, 5):(0, 0)|(4, 5):3:0x10651","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10652","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10654","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10658","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10662","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10664","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(4, 5):(0, 0)|(4, 5):3:0x10668","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x10683","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10685","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10686","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10689","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x1068a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x1068c","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,4
"(4, 5):(0, 0)|(4, 5):3:0x10691","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10692","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10694","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10698","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x106a2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x106a4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x106a8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x106c2","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(4, 5):(0, 0)|(4, 5):3:0x106c4","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,7
"(4, 5):(0, 0)|(4, 5):3:0x106c8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(4, 5):(0, 0)|(4, 5):3:0x10703","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):3:0x10705","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(4, 5):(0, 0)|(4, 5):3:0x10706","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(4, 5):(0, 0)|(4, 5):3:0x10709","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x1070a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x1070c","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(4, 5):(0, 0)|(4, 5):3:0x10711","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10712","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10714","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(4, 5):(0, 0)|(4, 5):3:0x10718","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10722","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):3:0x10724","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10728","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(4, 5):(0, 0)|(4, 5):3:0x10742","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(4, 5):(0, 0)|(4, 5):3:0x10744","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(4, 5):(0, 0)|(4, 5):3:0x10748","(23, 54):(0, 0)|(23, 54):48:0x3800000000000120000000000004800000000030258000000000c0950000000000016000000000000400000000000008800040800000080003c20000010003118800001b00063106000000018078180000280900400000022027000000000980a6000000001c20d8018140002084000606000000000000080000000806000000000058180000000000c000000000000200000000000",survival,0,5,5,23,54,99
"(4, 5):(0, 0)|(4, 5):3:0x10782","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,6
