start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):2:0x71eeff","(15, 25):(0, 0)|(15, 25):20:0x400000504000245060086c7c00b66f020a0382020a03880180c000009c00080800010c00004c0000e00000400",survival,0,5,5,15,25,99
"(5, 5):(0, 0)|(5, 5):2:0x71ef7f","(15, 25):(0, 0)|(15, 25):20:0x400000504000245060086c7c00b66f020a0382020a03880180c000009c00080800010c00004c0000e00000400",survival,0,5,5,15,25,99
"(5, 5):(0, 0)|(5, 5):2:0x71efbf","(25, 25):(0, 0)|(25, 25):21:0x800001200028880010c20000c000062700000e0000820000000000002000028000005800000034000002800008000000000000820000e00001c8c0000600008610002228000900000200000",survival,0,5,5,25,25,99
"(5, 5):(0, 0)|(5, 5):2:0x71efdf","(23, 10):(0, 0)|(23, 10):0:0x300cc0300000000000000000000000000000000000000000000300cc03",stable,0,5,5,23,10,89
"(5, 5):(0, 0)|(5, 5):2:0x71eff7","(7, 11):(0, 0)|(7, 11):2:0x6022020084180f61900",survival,0,5,5,7,11,99
"(5, 5):(0, 0)|(5, 5):2:0x71effb","(5, 2):(0, 0)|(5, 2):0:0x3cf",stable,0,5,5,5,2,58
"(5, 5):(0, 0)|(5, 5):2:0x71effd","(10, 23):(0, 0)|(10, 23):0:0x3000006000000000000000018000330000600000000000000001800003",stable,0,5,5,10,23,89
"(5, 5):(0, 0)|(5, 5):2:0x71effe","(14, 14):(0, 0)|(14, 14):8:0xe00000000003000c0000000000800200080000001800600",oscillator,2,5,5,14,14,51
"(5, 5):(0, 0)|(5, 5):2:0x71f3ff","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,18
"(5, 5):(0, 0)|(5, 5):2:0x71f6ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,23
"(5, 5):(0, 0)|(5, 5):2:0x71f77f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,23
"(5, 5):(0, 0)|(5, 5):2:0x71f7bf","(35, 22):(0, 0)|(35, 22):18:0x80000700001c0000000001e0000f80003400000000000000000000000000000001800006000000000000000000000000000700001400007000300001a0000880e01c02402003000000000240000600000300001c000020000480000c0000",survival,0,5,5,35,22,99
"(5, 5):(0, 0)|(5, 5):2:0x71f7df","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,50
"(5, 5):(0, 0)|(5, 5):2:0x71f7f7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x71f7fb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x71f7fd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,48
"(5, 5):(0, 0)|(5, 5):2:0x71f7fe","(9, 12):(0, 0)|(9, 12):10:0x2005385002820820820000380",oscillator,2,5,5,9,12,40
"(5, 5):(0, 0)|(5, 5):2:0x71faff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x71fb7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x71fbbf","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,18
"(5, 5):(0, 0)|(5, 5):2:0x71fbdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x71fbf7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x71fbfb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x71fbfd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x71fbfe","(50, 24):(0, 0)|(50, 24):4:0x800002c0200720380df24405838403f3ac01e31000000000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000020000010000070000000000000000c00000c0000000000200000206000206000000000080000360c00360c000000006c00006c000010000000000000000019460019490018490003460005e0000400000300000100",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x71fe7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,15
"(5, 5):(0, 0)|(5, 5):2:0x71febf","(34, 25):(0, 0)|(34, 25):15:0x7000002800001c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000002400000c0000000070000004001023001409000a03000200000000000000000000d800004400001c00000e000",survival,0,5,5,34,25,99
"(5, 5):(0, 0)|(5, 5):2:0x71fedf","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,11
"(5, 5):(0, 0)|(5, 5):2:0x71fef7","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):2:0x71fefb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x71fefd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,50
"(5, 5):(0, 0)|(5, 5):2:0x71fefe","(7, 7):(0, 0)|(7, 7):4:0x184854542430",stable,0,5,5,7,7,5
"(5, 5):(0, 0)|(5, 5):2:0x71ff3f","(22, 35):(0, 0)|(22, 35):28:0x20000000022000000c420000011240000028f0000003180000000000000000000000000000000000000000000000000000000000400000001400000006c0000000900018000c00370600000ec0c00000dc00700003000a00000001c000",survival,0,5,5,22,35,99
"(5, 5):(0, 0)|(5, 5):2:0x71ff5f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,48
"(5, 5):(0, 0)|(5, 5):2:0x71ff77","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,36
"(5, 5):(0, 0)|(5, 5):2:0x71ff7b","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,18
"(5, 5):(0, 0)|(5, 5):2:0x71ff7d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,50
"(5, 5):(0, 0)|(5, 5):2:0x71ff7e","(12, 9):(0, 0)|(12, 9):4:0xe00082412080038000030240c0",oscillator,2,5,5,12,9,40
"(5, 5):(0, 0)|(5, 5):2:0x71ff9f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,62
"(5, 5):(0, 0)|(5, 5):2:0x71ffb7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,36
"(5, 5):(0, 0)|(5, 5):2:0x71ffbb","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,18
"(5, 5):(0, 0)|(5, 5):2:0x71ffbd","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,62
"(5, 5):(0, 0)|(5, 5):2:0x71ffbe","(30, 30):(0, 0)|(30, 30):25:0x400000028000000a0000001000000000000000000000000000000000000030000001200000044000003600000048000000c000000d800001d4000000a000004c000000c000001230000030c000048000001400000050006012980241ec60060848000025c000005a00000080000",survival,0,5,5,30,30,99
"(5, 5):(0, 0)|(5, 5):2:0x71ffd7","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x71ffdb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x71ffdd","(6, 6):(0, 0)|(6, 6):4:0xc3000c30",stable,0,5,5,6,6,4
"(5, 5):(0, 0)|(5, 5):2:0x71ffde","(6, 6):(0, 0)|(6, 6):4:0xc3000c30",stable,0,5,5,6,6,7
"(5, 5):(0, 0)|(5, 5):2:0x71fff3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x71fff5","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,12
"(5, 5):(0, 0)|(5, 5):2:0x71fff6","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x71fff9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x71fffa","(24, 50):(0, 0)|(24, 50):3:0x1000000000000e000000000006400000000000f80000000000de06000000001581800000000360000000000050000000000000000000000000000000018001e0000073600038000000c4e00c00003046380400000c0d80c64000000300488800000000db24000000000207000040c00f8000005030002000000c000000000000003018000000000c0900000000000240000000000060",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):2:0x71fffc","(6, 6):(0, 0)|(6, 6):4:0xc3000c30",stable,0,5,5,6,6,7
"(5, 5):(0, 0)|(5, 5):2:0x726fff","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):2:0x7277ff","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,41
"(5, 5):(0, 0)|(5, 5):2:0x727bff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x727eff","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):2:0x727f7f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):2:0x727fbf","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):2:0x727fdf","(22, 23):(0, 0)|(22, 23):4:0x380000000000000000000004000016001c46000062000592100c244418489000a3c7008480000800000800000000000000000000180000480000900000c000",survival,0,5,5,22,23,99
"(5, 5):(0, 0)|(5, 5):2:0x727ff7","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,8
"(5, 5):(0, 0)|(5, 5):2:0x727ffb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):2:0x727ffd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,10
"(5, 5):(0, 0)|(5, 5):2:0x727ffe","(5, 11):(0, 0)|(5, 11):9:0x260b21681200",stable,0,5,5,5,11,23
"(5, 5):(0, 0)|(5, 5):2:0x72e7ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,15
"(5, 5):(0, 0)|(5, 5):2:0x72ebff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x72ef7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,23
"(5, 5):(0, 0)|(5, 5):2:0x72efbf","(25, 34):(0, 0)|(25, 34):25:0x1800000009000000018000000000000000000000000000000000000000000000000020c00000242c0000088300000222c0000070c00000080000000000e0000000280000000e0000000000000000000000000000000000000100000000a00000002800000004000",survival,0,5,5,25,34,99
"(5, 5):(0, 0)|(5, 5):2:0x72efdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,50
"(5, 5):(0, 0)|(5, 5):2:0x72eff7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x72effb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x72effd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,11
"(5, 5):(0, 0)|(5, 5):2:0x72effe","(7, 7):(0, 0)|(7, 7):4:0x184854542430",stable,0,5,5,7,7,5
"(5, 5):(0, 0)|(5, 5):2:0x72f3ff","(29, 17):(0, 0)|(29, 17):12:0x10003c00208302224c132158c8303c0000000000000000000000000000003000180000000000000000000000000500030000800000000000018000c00",survival,0,5,5,29,17,99
"(5, 5):(0, 0)|(5, 5):2:0x72f6ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x72f77f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x72f7bf","(7, 11):(0, 0)|(7, 11):8:0x1804806200a0240300",stable,0,5,5,7,11,15
"(5, 5):(0, 0)|(5, 5):2:0x72f7df","(27, 22):(0, 0)|(27, 22):11:0x40000100000400000000071c000000000400001000004000000000000000000000000000000c000004001a10203a4241006d800104000420000880001c0000000000000000c0000300",survival,0,5,5,27,22,99
"(5, 5):(0, 0)|(5, 5):2:0x72f7f7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x72f7fb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x72f7fd","(44, 33):(0, 0)|(44, 33):22:0x38000000240000001a00000000000000020000003a800000004000000cc000000700000000900000007400000c1300000b070000004100000030000000000000000000000001c40000091300000188800003780000090000c01860206002406800003618000006b00000095000001c1000000200000001a000000050000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000300000000c0000000",survival,0,5,5,44,33,99
"(5, 5):(0, 0)|(5, 5):2:0x72f7fe","(16, 19):(0, 0)|(16, 19):10:0x30000900012000180010060200c040000000000004400320004400088000c6300786004000",survival,0,5,5,16,19,99
"(5, 5):(0, 0)|(5, 5):2:0x72faff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x72fb7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x72fbbf","(29, 17):(0, 0)|(29, 17):12:0x10003c00208302224c132158c8303c0000000000000000000000000000003000180000000000000000000000000500030000800000000000018000c00",survival,0,5,5,29,17,99
"(5, 5):(0, 0)|(5, 5):2:0x72fbdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x72fbf7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):2:0x72fbfb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):2:0x72fbfd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 5):(0, 0)|(5, 5):2:0x72fbfe","(50, 24):(0, 0)|(50, 24):4:0x800002c0200720380df24405838403f3ac01e31000000000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000020000010000070000000000000000c00000c0000000000200000206000206000000000080000360c00360c000000006c00006c000010000000000000000019460019490018490003460005e0000400000300000100",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x72fedf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,50
"(5, 5):(0, 0)|(5, 5):2:0x72ff3f","(15, 26):(0, 0)|(15, 26):19:0x4040002828000a0a000101000000000001800000900000180000e00000000000208000082000020800000000000e0",oscillator,2,5,5,15,26,90
"(5, 5):(0, 0)|(5, 5):2:0x72ff5f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,57
"(5, 5):(0, 0)|(5, 5):2:0x72ff77","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,36
"(5, 5):(0, 0)|(5, 5):2:0x72ff7b","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,18
"(5, 5):(0, 0)|(5, 5):2:0x72ff7d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,50
"(5, 5):(0, 0)|(5, 5):2:0x72ff7e","(12, 9):(0, 0)|(12, 9):4:0xe00082412080038000030240c0",oscillator,2,5,5,12,9,40
"(5, 5):(0, 0)|(5, 5):2:0x72ff9f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,62
"(5, 5):(0, 0)|(5, 5):2:0x72ffb7","(8, 3):(0, 0)|(8, 3):1:0x56a036",stable,0,5,5,8,3,34
"(5, 5):(0, 0)|(5, 5):2:0x72ffbb","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,8
"(5, 5):(0, 0)|(5, 5):2:0x72ffbd","(30, 35):(0, 0)|(30, 35):25:0x1c00000000000000008c0000000840000000420000038420000014060000010c80000061b0000005140180c06100001802000a0000c004000c000d60001b02b0003df048000603080000c86000000e000000009c00000019400000030c000000048000001210000002e00000007d0000000240000000140000000300000000200",survival,0,5,5,30,35,99
"(5, 5):(0, 0)|(5, 5):2:0x72ffbe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x72ffd7","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,4
"(5, 5):(0, 0)|(5, 5):2:0x72ffdb","(23, 10):(0, 0)|(23, 10):0:0x300cc0300000000000000000000000000000000000000000000300cc03",stable,0,5,5,23,10,69
"(5, 5):(0, 0)|(5, 5):2:0x72ffdd","(6, 7):(0, 0)|(6, 7):4:0x3090a0b060",stable,0,5,5,6,7,4
"(5, 5):(0, 0)|(5, 5):2:0x72ffde","(6, 7):(0, 0)|(6, 7):4:0x3090a0b060",stable,0,5,5,6,7,7
"(5, 5):(0, 0)|(5, 5):2:0x72fff3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x72fff5","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,12
"(5, 5):(0, 0)|(5, 5):2:0x72fff6","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x72fff9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x72fffa","(24, 50):(0, 0)|(24, 50):3:0x1000000000000e000000000006400000000000f80000000000de06000000001581800000000360000000000050000000000000000000000000000000018001e0000073600038000000c4e00c00003046380400000c0d80c64000000300488800000000db24000000000207000040c00f8000005030002000000c000000000000003018000000000c0900000000000240000000000060",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):2:0x72fffc","(6, 6):(0, 0)|(6, 6):4:0xc3000c30",stable,0,5,5,6,6,7
"(5, 5):(0, 0)|(5, 5):2:0x7367ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,36
"(5, 5):(0, 0)|(5, 5):2:0x736bff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x736f7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x736fbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,36
"(5, 5):(0, 0)|(5, 5):2:0x736fdf","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,12
"(5, 5):(0, 0)|(5, 5):2:0x736ffb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x736ffd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x736ffe","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x7373ff","(29, 17):(0, 0)|(29, 17):12:0x10003c00208302224c132158c8303c0000000000000000000000000000003000180000000000000000000000000500030000800000000000018000c00",survival,0,5,5,29,17,99
"(5, 5):(0, 0)|(5, 5):2:0x73777f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,36
"(5, 5):(0, 0)|(5, 5):2:0x7377bf","(14, 12):(0, 0)|(14, 12):2:0x3c03502bc020024838000000000000300300003003",survival,0,5,5,14,12,99
"(5, 5):(0, 0)|(5, 5):2:0x7377df","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,12
"(5, 5):(0, 0)|(5, 5):2:0x7377f7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):2:0x7377fb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7377fd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,19
"(5, 5):(0, 0)|(5, 5):2:0x7377fe","(4, 4):(0, 0)|(4, 4):1:0x4a53",stable,0,5,5,4,4,12
"(5, 5):(0, 0)|(5, 5):2:0x737b7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x737bbf","(3, 3):(0, 0)|(3, 3):0:0x1ca",spaceship,4,5,5,3,3,14
"(5, 5):(0, 0)|(5, 5):2:0x737bdf","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,12
"(5, 5):(0, 0)|(5, 5):2:0x737bf7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x737bfb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x737bfd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x737bfe","(50, 24):(0, 0)|(50, 24):4:0x800002c0200720380df24405838403f3ac01e31000000000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000020000010000070000000000000000c00000c0000000000200000206000206000000000080000360c00360c000000006c00006c000010000000000000000019460019490018490003460005e0000400000300000100",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x737f3f","(4, 7):(0, 0)|(4, 7):0:0xc188283",stable,0,5,5,4,7,59
"(5, 5):(0, 0)|(5, 5):2:0x737f5f","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,16
"(5, 5):(0, 0)|(5, 5):2:0x737f7b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):2:0x737f7d","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,4
"(5, 5):(0, 0)|(5, 5):2:0x737f7e","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,19
"(5, 5):(0, 0)|(5, 5):2:0x737f9f","(5, 7):(0, 0)|(5, 7):4:0x74142820",oscillator,2,5,5,5,7,17
"(5, 5):(0, 0)|(5, 5):2:0x737fbb","(52, 18):(0, 0)|(52, 18):13:0x400038000e0000000610001c00f70004001218006605b801fc000a000580026000b000180c0003000000000000601c1800000000000c000300000000000000000020000c00050000000000000000000000030000c0000000000000c00040000c00000000020000c0381808cc02000044000d000",survival,0,5,5,52,18,99
"(5, 5):(0, 0)|(5, 5):2:0x737fbd","(13, 10):(0, 0)|(13, 10):0:0x380000000000000000000c03000602406",oscillator,2,5,5,13,10,96
"(5, 5):(0, 0)|(5, 5):2:0x737fbe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x737fd7","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,5
"(5, 5):(0, 0)|(5, 5):2:0x737fdb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x737fdd","(5, 6):(0, 0)|(5, 6):3:0x7000c30",oscillator,2,5,5,5,6,5
"(5, 5):(0, 0)|(5, 5):2:0x737ff9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x737ffa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x737ffc","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 4):(0, 0)|(5, 4):1:0x77fff","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,32
"(5, 5):(0, 0)|(5, 5):2:0x73e3ff","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,18
"(5, 5):(0, 0)|(5, 5):2:0x73e7bf","(35, 22):(0, 0)|(35, 22):18:0x80000700001c0000000001e0000f80003400000000000000000000000000000001800006000000000000000000000000000700001400007000300001a0000880e01c02402003000000000240000600000300001c000020000480000c0000",survival,0,5,5,35,22,99
"(5, 5):(0, 0)|(5, 5):2:0x73e7df","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,50
"(5, 5):(0, 0)|(5, 5):2:0x73e7fb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x73e7fd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,48
"(5, 5):(0, 0)|(5, 5):2:0x73e7fe","(9, 12):(0, 0)|(9, 12):10:0x2005385002820820820000380",oscillator,2,5,5,9,12,40
"(5, 5):(0, 0)|(5, 5):2:0x73ebbf","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,18
"(5, 5):(0, 0)|(5, 5):2:0x73ebdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x73ebfd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x73ebfe","(50, 24):(0, 0)|(50, 24):4:0x800002c0200720380df24405838403f3ac01e31000000000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000020000010000070000000000000000c00000c0000000000200000206000206000000000080000360c00360c000000006c00006c000010000000000000000019460019490018490003460005e0000400000300000100",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x73ef9f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,62
"(5, 5):(0, 0)|(5, 5):2:0x73efde","(6, 6):(0, 0)|(6, 6):4:0xc3000c30",stable,0,5,5,6,6,7
"(5, 5):(0, 0)|(5, 5):2:0x73f37f","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,18
"(5, 5):(0, 0)|(5, 5):2:0x73f3bf","(29, 17):(0, 0)|(29, 17):12:0x10003c00208302224c132158c8303c0000000000000000000000000000003000180000000000000000000000000500030000800000000000018000c00",survival,0,5,5,29,17,99
"(5, 5):(0, 0)|(5, 5):2:0x73f3df","(29, 17):(0, 0)|(29, 17):12:0x10003c00208302224c132158c8303c0000000000000000000000000000003000180000000000000000000000000500030000800000000000018000c00",survival,0,5,5,29,17,99
"(5, 5):(0, 0)|(5, 5):2:0x73f3fb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
